context_key,labels,count,CI_Lower,CI_Upper
deter_possible,Physical violence or revenge,2,0.0,5.0
deter_possible,Public shaming or damage reputation,21,13.0,29.024999999999977
deter_possible,Use the legal system or law enforcement,15,8.0,24.0
grim_trigger,"Communicate, confront, or seek apology",81,67.0,95.0
grim_trigger,Education or community service,14,7.0,22.0
grim_trigger,Financial or professional consequences,35,24.0,46.0
grim_trigger,Forgiveness or restorative justice,2,0.0,5.0
grim_trigger,Involve other authorities outside legal system,11,5.0,17.0
grim_trigger,Mediation or arbitration,15,8.0,22.0
grim_trigger,None of the above,17,9.0,25.0
grim_trigger,Other social or interpersonal consequences,46,34.0,58.0
grim_trigger,Physical violence or revenge,3,0.0,7.0
grim_trigger,Public shaming or damage reputation,29,20.0,39.0
grim_trigger,Use the legal system or law enforcement,17,9.975000000000001,25.0
interaction_continuous,"Communicate, confront, or seek apology",91,76.0,107.0
interaction_continuous,Education or community service,13,7.0,20.0
interaction_continuous,Financial or professional consequences,35,25.0,47.0
interaction_continuous,Forgiveness or restorative justice,5,1.0,10.0
interaction_continuous,Involve other authorities outside legal system,12,6.0,18.0
interaction_continuous,Mediation or arbitration,12,5.0,19.0
interaction_continuous,None of the above,13,7.0,20.024999999999977
interaction_continuous,Other social or interpersonal consequences,57,44.0,70.02499999999998
interaction_continuous,Physical violence or revenge,1,0.0,3.0
interaction_continuous,Public shaming or damage reputation,19,11.0,27.0
interaction_continuous,Use the legal system or law enforcement,8,3.0,14.0
interaction_not_continuous,"Communicate, confront, or seek apology",65,51.0,79.0
interaction_not_continuous,Education or community service,11,5.0,17.024999999999977
interaction_not_continuous,Financial or professional consequences,30,20.0,40.0
interaction_not_continuous,Forgiveness or restorative justice,2,0.0,5.0
interaction_not_continuous,Involve other authorities outside legal system,13,7.0,20.0
interaction_not_continuous,Mediation or arbitration,8,3.0,14.0
interaction_not_continuous,None of the above,6,2.0,11.0
interaction_not_continuous,Other social or interpersonal consequences,62,49.0,76.0
interaction_not_continuous,Public shaming or damage reputation,35,25.0,46.0
interaction_not_continuous,Use the legal system or law enforcement,22,14.0,31.0
legal_implications,"Communicate, confront, or seek apology",75,61.0,89.0
legal_implications,Education or community service,16,9.0,23.024999999999977
legal_implications,Financial or professional consequences,33,23.0,44.0
legal_implications,Forgiveness or restorative justice,1,0.0,3.0
legal_implications,Involve other authorities outside legal system,12,6.0,19.0
legal_implications,Mediation or arbitration,27,18.0,37.0
legal_implications,None of the above,14,8.0,21.024999999999977
legal_implications,Other social or interpersonal consequences,40,29.0,52.0
legal_implications,Public shaming or damage reputation,31,21.0,41.0
legal_implications,Use the legal system or law enforcement,27,18.0,37.0
legal_implications_none,"Communicate, confront, or seek apology",81,67.0,96.0
legal_implications_none,Education or community service,15,8.0,22.0
legal_implications_none,Financial or professional consequences,38,27.0,50.0
legal_implications_none,Forgiveness or restorative justice,7,2.0,13.0
legal_implications_none,Involve other authorities outside legal system,9,4.0,15.0
legal_implications_none,Mediation or arbitration,17,9.975000000000001,25.0
legal_implications_none,None of the above,16,9.0,24.0
legal_implications_none,Other social or interpersonal consequences,49,38.0,61.0
legal_implications_none,Physical violence or revenge,1,0.0,3.0
legal_implications_none,Public shaming or damage reputation,25,15.0,35.0
legal_implications_none,Use the legal system or law enforcement,7,2.0,12.0
no_context,"Communicate, confront, or seek apology",77,62.0,91.0
no_context,Education or community service,18,11.0,27.0
no_context,Financial or professional consequences,37,26.0,48.0
no_context,Forgiveness or restorative justice,5,1.0,10.0
no_context,Involve other authorities outside legal system,9,4.0,15.0
no_context,Mediation or arbitration,10,4.0,16.0
no_context,None of the above,14,7.0,22.0
no_context,Other social or interpersonal consequences,47,35.0,59.0
no_context,Physical violence or revenge,1,0.0,4.0
no_context,Public shaming or damage reputation,26,17.0,37.0
no_context,Use the legal system or law enforcement,16,9.0,24.0
offense_will_not_recur,"Communicate, confront, or seek apology",79,63.0,93.02499999999998
offense_will_not_recur,Education or community service,23,15.0,32.0
offense_will_not_recur,Financial or professional consequences,32,22.0,43.0
offense_will_not_recur,Forgiveness or restorative justice,6,2.0,11.0
offense_will_not_recur,Involve other authorities outside legal system,8,3.0,14.0
offense_will_not_recur,Mediation or arbitration,14,7.0,21.0
offense_will_not_recur,None of the above,17,10.0,25.0
offense_will_not_recur,Other social or interpersonal consequences,49,37.0,62.0
offense_will_not_recur,Public shaming or damage reputation,21,13.0,31.0
offense_will_not_recur,Use the legal system or law enforcement,11,5.0,18.0
offense_will_recur,"Communicate, confront, or seek apology",78,64.0,93.0
offense_will_recur,Education or community service,16,9.0,24.0
offense_will_recur,Financial or professional consequences,32,21.0,43.0
offense_will_recur,Forgiveness or restorative justice,3,0.0,7.0
offense_will_recur,Involve other authorities outside legal system,12,6.0,18.0
offense_will_recur,Mediation or arbitration,10,4.0,16.0
offense_will_recur,None of the above,15,8.0,23.0
offense_will_recur,Other social or interpersonal consequences,52,40.0,65.0
offense_will_recur,Public shaming or damage reputation,28,19.0,38.0
offense_will_recur,Use the legal system or law enforcement,19,11.0,27.0
offense_will_recur_despite_punishment,"Communicate, confront, or seek apology",63,49.0,77.0
offense_will_recur_despite_punishment,Education or community service,11,5.0,18.0
offense_will_recur_despite_punishment,Financial or professional consequences,38,27.0,50.0
offense_will_recur_despite_punishment,Forgiveness or restorative justice,2,0.0,5.0
offense_will_recur_despite_punishment,Involve other authorities outside legal system,10,5.0,16.0
offense_will_recur_despite_punishment,Mediation or arbitration,9,4.0,15.0
offense_will_recur_despite_punishment,None of the above,15,9.0,23.0
offense_will_recur_despite_punishment,Other social or interpersonal consequences,59,45.0,72.0
offense_will_recur_despite_punishment,Public shaming or damage reputation,30,20.0,39.02499999999998
offense_will_recur_despite_punishment,Use the legal system or law enforcement,22,14.0,31.0
others_ambivalent,"Communicate, confront, or seek apology",67,54.0,82.0
others_ambivalent,Education or community service,11,5.0,18.0
others_ambivalent,Financial or professional consequences,38,27.0,51.0
others_ambivalent,Forgiveness or restorative justice,4,1.0,8.0
others_ambivalent,Involve other authorities outside legal system,15,7.975000000000001,22.0
others_ambivalent,Mediation or arbitration,15,8.0,23.0
others_ambivalent,None of the above,12,6.0,19.0
others_ambivalent,Other social or interpersonal consequences,46,35.0,59.02499999999998
others_ambivalent,Public shaming or damage reputation,29,20.0,39.0
others_ambivalent,Use the legal system or law enforcement,19,11.0,28.0
others_do_not_want_punishment,"Communicate, confront, or seek apology",75,61.0,90.0
others_do_not_want_punishment,Education or community service,19,11.0,27.0
others_do_not_want_punishment,Financial or professional consequences,37,26.0,48.0
others_do_not_want_punishment,Forgiveness or restorative justice,5,1.0,10.0
others_do_not_want_punishment,Involve other authorities outside legal system,13,6.975000000000001,20.0
others_do_not_want_punishment,Mediation or arbitration,12,6.0,19.0
others_do_not_want_punishment,None of the above,12,6.0,19.0
others_do_not_want_punishment,Other social or interpersonal consequences,41,30.0,52.0
others_do_not_want_punishment,Physical violence or revenge,1,0.0,3.0
others_do_not_want_punishment,Public shaming or damage reputation,25,16.0,35.0
others_do_not_want_punishment,Use the legal system or law enforcement,16,9.0,24.0
others_want_punishment,"Communicate, confront, or seek apology",76,63.0,91.0
others_want_punishment,Education or community service,12,5.0,19.0
others_want_punishment,Financial or professional consequences,35,24.0,46.0
others_want_punishment,Forgiveness or restorative justice,8,3.0,14.0
others_want_punishment,Involve other authorities outside legal system,12,6.0,19.0
others_want_punishment,Mediation or arbitration,17,10.0,25.0
others_want_punishment,None of the above,14,8.0,22.0
others_want_punishment,Other social or interpersonal consequences,42,31.0,54.0
others_want_punishment,Public shaming or damage reputation,31,20.975,42.0
others_want_punishment,Use the legal system or law enforcement,19,11.0,28.0
others_will_not_punish,"Communicate, confront, or seek apology",74,60.0,88.0
others_will_not_punish,Education or community service,7,2.0,12.024999999999977
others_will_not_punish,Financial or professional consequences,34,24.0,45.0
others_will_not_punish,Forgiveness or restorative justice,4,1.0,8.024999999999977
others_will_not_punish,Involve other authorities outside legal system,11,5.0,18.0
others_will_not_punish,Mediation or arbitration,16,9.0,24.0
others_will_not_punish,None of the above,13,7.0,20.0
others_will_not_punish,Other social or interpersonal consequences,54,41.0,68.0
others_will_not_punish,Public shaming or damage reputation,29,19.0,39.0
others_will_not_punish,Use the legal system or law enforcement,26,17.0,36.0
others_will_punish,"Communicate, confront, or seek apology",79,64.975,94.0
others_will_punish,Education or community service,17,10.0,25.0
others_will_punish,Financial or professional consequences,36,26.0,47.0
others_will_punish,Forgiveness or restorative justice,2,0.0,5.0
others_will_punish,Involve other authorities outside legal system,14,7.0,22.0
others_will_punish,Mediation or arbitration,12,6.0,19.0
others_will_punish,None of the above,8,3.0,14.0
others_will_punish,Other social or interpersonal consequences,53,40.0,66.0
others_will_punish,Public shaming or damage reputation,24,15.0,34.0
others_will_punish,Use the legal system or law enforcement,16,9.0,24.0
reputation_decrease,"Communicate, confront, or seek apology",85,70.975,100.02499999999998
reputation_decrease,Education or community service,10,4.0,16.0
reputation_decrease,Financial or professional consequences,30,20.0,40.02499999999998
reputation_decrease,Forgiveness or restorative justice,4,1.0,8.0
reputation_decrease,Involve other authorities outside legal system,16,9.0,24.0
reputation_decrease,Mediation or arbitration,19,11.0,28.0
reputation_decrease,None of the above,19,11.0,28.024999999999977
reputation_decrease,Other social or interpersonal consequences,49,37.0,62.0
reputation_decrease,Public shaming or damage reputation,26,17.0,36.0
reputation_decrease,Use the legal system or law enforcement,15,7.0,23.0
reputation_improve,"Communicate, confront, or seek apology",69,55.0,82.0
reputation_improve,Education or community service,13,6.0,20.024999999999977
reputation_improve,Financial or professional consequences,36,25.0,47.0
reputation_improve,Forgiveness or restorative justice,7,2.0,12.0
reputation_improve,Involve other authorities outside legal system,13,7.0,20.024999999999977
reputation_improve,Mediation or arbitration,10,4.0,17.0
reputation_improve,None of the above,8,3.0,14.0
reputation_improve,Other social or interpersonal consequences,53,41.0,66.0
reputation_improve,Physical violence or revenge,1,0.0,3.0
reputation_improve,Public shaming or damage reputation,34,23.0,45.0
reputation_improve,Use the legal system or law enforcement,19,11.0,27.0
reputation_same,"Communicate, confront, or seek apology",84,70.0,99.0
reputation_same,Education or community service,18,11.0,27.0
reputation_same,Financial or professional consequences,28,19.0,38.0
reputation_same,Forgiveness or restorative justice,4,1.0,8.0
reputation_same,Involve other authorities outside legal system,10,4.0,17.0
reputation_same,Mediation or arbitration,12,6.0,19.0
reputation_same,None of the above,11,5.0,18.0
reputation_same,Other social or interpersonal consequences,61,47.975,75.0
reputation_same,Public shaming or damage reputation,18,10.0,26.0
reputation_same,Use the legal system or law enforcement,17,9.0,25.0
retaliation_expected,"Communicate, confront, or seek apology",73,59.0,88.0
retaliation_expected,Education or community service,8,3.0,14.0
retaliation_expected,Financial or professional consequences,33,22.0,44.0
retaliation_expected,Forgiveness or restorative justice,5,1.0,10.0
retaliation_expected,Involve other authorities outside legal system,12,6.0,19.0
retaliation_expected,Mediation or arbitration,12,6.0,19.0
retaliation_expected,None of the above,18,10.0,27.0
retaliation_expected,Other social or interpersonal consequences,58,45.0,72.0
retaliation_expected,Physical violence or revenge,1,0.0,4.0
retaliation_expected,Public shaming or damage reputation,27,18.0,37.0
retaliation_expected,Use the legal system or law enforcement,19,11.0,27.0
retaliation_not_expected,"Communicate, confront, or seek apology",81,66.0,96.0
retaliation_not_expected,Education or community service,15,8.0,23.0
retaliation_not_expected,Financial or professional consequences,38,27.0,49.0
retaliation_not_expected,Forgiveness or restorative justice,6,2.0,11.0
retaliation_not_expected,Involve other authorities outside legal system,10,4.0,16.0
retaliation_not_expected,Mediation or arbitration,11,5.0,18.0
retaliation_not_expected,None of the above,14,8.0,22.0
retaliation_not_expected,Other social or interpersonal consequences,50,39.0,62.0
retaliation_not_expected,Public shaming or damage reputation,21,12.0,30.0
retaliation_not_expected,Use the legal system or law enforcement,16,9.0,24.0
target_has_high_status,"Communicate, confront, or seek apology",73,59.0,87.02499999999998
target_has_high_status,Education or community service,21,13.0,30.0
target_has_high_status,Financial or professional consequences,33,23.0,44.0
target_has_high_status,Forgiveness or restorative justice,3,0.0,7.0
target_has_high_status,Involve other authorities outside legal system,13,6.0,20.0
target_has_high_status,Mediation or arbitration,12,6.0,19.0
target_has_high_status,None of the above,7,2.0,12.0
target_has_high_status,Other social or interpersonal consequences,41,30.0,53.0
target_has_high_status,Public shaming or damage reputation,30,20.0,40.0
target_has_high_status,Use the legal system or law enforcement,25,17.0,35.0
target_has_low_status,"Communicate, confront, or seek apology",76,62.0,91.0
target_has_low_status,Education or community service,19,11.0,28.0
target_has_low_status,Financial or professional consequences,33,22.0,44.0
target_has_low_status,Forgiveness or restorative justice,3,0.0,7.0
target_has_low_status,Involve other authorities outside legal system,14,7.0,21.024999999999977
target_has_low_status,Mediation or arbitration,13,7.0,20.0
target_has_low_status,None of the above,10,4.975000000000001,16.024999999999977
target_has_low_status,Other social or interpersonal consequences,42,31.0,54.0
target_has_low_status,Public shaming or damage reputation,31,21.0,41.0
target_has_low_status,Use the legal system or law enforcement,23,14.0,32.0
target_has_supporters,"Communicate, confront, or seek apology",67,54.0,81.0
target_has_supporters,Education or community service,20,12.0,29.0
target_has_supporters,Financial or professional consequences,34,24.0,45.02499999999998
target_has_supporters,Forgiveness or restorative justice,6,2.0,11.0
target_has_supporters,Involve other authorities outside legal system,15,8.0,22.0
target_has_supporters,Mediation or arbitration,17,9.0,25.0
target_has_supporters,None of the above,8,3.0,14.0
target_has_supporters,Other social or interpersonal consequences,47,36.0,60.0
target_has_supporters,Public shaming or damage reputation,28,18.0,37.0
target_has_supporters,Use the legal system or law enforcement,22,13.0,31.0
target_no_supporters,"Communicate, confront, or seek apology",72,58.0,87.0
target_no_supporters,Education or community service,14,7.0,21.024999999999977
target_no_supporters,Financial or professional consequences,33,23.0,45.0
target_no_supporters,Forgiveness or restorative justice,1,0.0,3.0
target_no_supporters,Involve other authorities outside legal system,13,6.0,20.024999999999977
target_no_supporters,Mediation or arbitration,13,6.0,21.0
target_no_supporters,None of the above,13,7.0,20.0
target_no_supporters,Other social or interpersonal consequences,49,36.975,62.0
target_no_supporters,Public shaming or damage reputation,37,26.0,48.0
target_no_supporters,Use the legal system or law enforcement,24,15.0,34.0
tit_for_tat,"Communicate, confront, or seek apology",75,61.0,89.0
tit_for_tat,Education or community service,13,6.0,21.0
tit_for_tat,Financial or professional consequences,36,26.0,47.0
tit_for_tat,Forgiveness or restorative justice,5,1.0,9.0
tit_for_tat,Involve other authorities outside legal system,17,10.0,25.0
tit_for_tat,Mediation or arbitration,11,5.0,18.0
tit_for_tat,None of the above,15,8.0,23.0
tit_for_tat,Other social or interpersonal consequences,54,41.0,67.0
tit_for_tat,Physical violence or revenge,2,0.0,5.0
tit_for_tat,Public shaming or damage reputation,26,17.0,35.0
tit_for_tat,Use the legal system or law enforcement,18,10.0,26.0
