context_key,labels,count,CI_Lower,CI_Upper
legal_implications,Public shaming or damage reputation,5,1.0,10.0
legal_implications,Use the legal system or law enforcement,25,17.0,34.0
legal_implications_none,"Communicate, confront, or seek apology",83,70.0,97.0
legal_implications_none,Education or community service,19,11.0,27.0
legal_implications_none,Financial or professional consequences,26,17.0,36.0
legal_implications_none,Forgiveness or restorative justice,11,5.0,18.0
legal_implications_none,Involve other authorities outside legal system,8,3.0,14.0
legal_implications_none,Mediation or arbitration,8,3.0,14.0
legal_implications_none,None of the above,18,11.0,26.0
legal_implications_none,Other social or interpersonal consequences,41,29.0,53.0
legal_implications_none,Public shaming or damage reputation,9,4.0,15.0
legal_implications_none,Use the legal system or law enforcement,16,9.0,25.0
no_context,"Communicate, confront, or seek apology",33,24.0,43.0
no_context,Education or community service,3,0.0,7.0
no_context,Financial or professional consequences,12,6.0,19.0
no_context,Involve other authorities outside legal system,3,0.0,7.0
no_context,Mediation or arbitration,2,0.0,5.0
no_context,None of the above,29,20.0,38.0
no_context,Other social or interpersonal consequences,9,4.0,15.0
no_context,Use the legal system or law enforcement,8,3.0,14.0
offense_will_not_recur,"Communicate, confront, or seek apology",49,38.0,60.0
offense_will_not_recur,Education or community service,11,6.0,18.0
offense_will_not_recur,Financial or professional consequences,15,8.0,22.0
offense_will_not_recur,Forgiveness or restorative justice,8,3.0,13.0
offense_will_not_recur,Mediation or arbitration,2,0.0,5.0
offense_will_not_recur,None of the above,30,20.975,40.0
offense_will_not_recur,Other social or interpersonal consequences,18,10.0,27.0
offense_will_not_recur,Public shaming or damage reputation,7,2.0,12.0
offense_will_not_recur,Use the legal system or law enforcement,10,5.0,16.0
offense_will_recur,"Communicate, confront, or seek apology",44,34.0,55.0
offense_will_recur,Education or community service,6,1.9750000000000014,11.0
offense_will_recur,Financial or professional consequences,18,11.0,26.0
offense_will_recur,Forgiveness or restorative justice,7,3.0,13.0
offense_will_recur,Involve other authorities outside legal system,3,0.0,7.0
offense_will_recur,Mediation or arbitration,4,1.0,8.0
offense_will_recur,None of the above,32,23.0,42.0
offense_will_recur,Other social or interpersonal consequences,26,18.0,35.0
offense_will_recur,Physical violence or revenge,1,0.0,3.0
offense_will_recur,Public shaming or damage reputation,8,3.0,14.0
offense_will_recur,Use the legal system or law enforcement,13,7.0,20.0
offense_will_recur_despite_punishment,"Communicate, confront, or seek apology",52,40.0,64.0
offense_will_recur_despite_punishment,Education or community service,12,6.0,19.024999999999977
offense_will_recur_despite_punishment,Financial or professional consequences,27,18.0,37.0
offense_will_recur_despite_punishment,Forgiveness or restorative justice,10,5.0,16.024999999999977
offense_will_recur_despite_punishment,Involve other authorities outside legal system,5,1.0,10.0
offense_will_recur_despite_punishment,Mediation or arbitration,8,3.0,14.0
offense_will_recur_despite_punishment,None of the above,32,22.0,42.0
offense_will_recur_despite_punishment,Other social or interpersonal consequences,38,27.0,49.0
offense_will_recur_despite_punishment,Public shaming or damage reputation,8,3.0,13.0
offense_will_recur_despite_punishment,Use the legal system or law enforcement,20,12.0,29.0
others_ambivalent,"Communicate, confront, or seek apology",66,52.0,79.0
others_ambivalent,Education or community service,19,11.0,28.0
others_ambivalent,Financial or professional consequences,33,23.0,44.0
others_ambivalent,Forgiveness or restorative justice,7,3.0,12.0
others_ambivalent,Involve other authorities outside legal system,6,2.0,11.0
others_ambivalent,Mediation or arbitration,10,4.0,16.0
others_ambivalent,None of the above,32,23.0,43.0
others_ambivalent,Other social or interpersonal consequences,27,18.0,37.0
others_ambivalent,Public shaming or damage reputation,13,7.0,20.0
others_ambivalent,Use the legal system or law enforcement,18,10.0,26.0
others_do_not_want_punishment,"Communicate, confront, or seek apology",63,51.0,76.0
others_do_not_want_punishment,Education or community service,12,6.0,19.0
others_do_not_want_punishment,Financial or professional consequences,26,17.0,35.02499999999998
others_do_not_want_punishment,Forgiveness or restorative justice,7,2.0,12.0
others_do_not_want_punishment,Involve other authorities outside legal system,4,1.0,8.0
others_do_not_want_punishment,Mediation or arbitration,5,1.0,9.0
others_do_not_want_punishment,None of the above,29,20.0,39.0
others_do_not_want_punishment,Other social or interpersonal consequences,27,18.0,36.0
others_do_not_want_punishment,Public shaming or damage reputation,8,3.0,14.0
others_do_not_want_punishment,Use the legal system or law enforcement,15,8.0,23.0
others_want_punishment,"Communicate, confront, or seek apology",57,44.0,71.0
others_want_punishment,Education or community service,20,12.0,28.0
others_want_punishment,Financial or professional consequences,30,21.0,40.02499999999998
others_want_punishment,Forgiveness or restorative justice,11,5.0,18.0
others_want_punishment,Involve other authorities outside legal system,5,1.0,9.024999999999977
others_want_punishment,Mediation or arbitration,6,2.0,11.0
others_want_punishment,None of the above,27,18.0,37.0
others_want_punishment,Other social or interpersonal consequences,27,18.0,36.02499999999998
others_want_punishment,Public shaming or damage reputation,11,5.0,18.0
others_want_punishment,Use the legal system or law enforcement,19,11.0,27.024999999999977
others_will_not_punish,"Communicate, confront, or seek apology",75,61.0,89.0
others_will_not_punish,Education or community service,11,5.0,17.0
others_will_not_punish,Financial or professional consequences,34,23.0,45.0
others_will_not_punish,Forgiveness or restorative justice,14,7.0,21.0
others_will_not_punish,Involve other authorities outside legal system,10,4.0,17.0
others_will_not_punish,Mediation or arbitration,4,1.0,8.0
others_will_not_punish,None of the above,29,19.0,40.0
others_will_not_punish,Other social or interpersonal consequences,29,20.0,39.02499999999998
others_will_not_punish,Public shaming or damage reputation,12,6.0,19.0
others_will_not_punish,Use the legal system or law enforcement,17,10.0,25.0
others_will_punish,"Communicate, confront, or seek apology",73,59.0,87.0
others_will_punish,Education or community service,7,3.0,13.0
others_will_punish,Financial or professional consequences,30,21.0,39.0
others_will_punish,Forgiveness or restorative justice,10,5.0,16.0
others_will_punish,Involve other authorities outside legal system,13,7.0,20.0
others_will_punish,Mediation or arbitration,5,1.0,9.024999999999977
others_will_punish,None of the above,27,17.0,37.0
others_will_punish,Other social or interpersonal consequences,24,15.0,34.0
others_will_punish,Public shaming or damage reputation,13,6.0,20.0
others_will_punish,Use the legal system or law enforcement,16,9.0,24.0
reputation_decrease,"Communicate, confront, or seek apology",61,49.0,73.0
reputation_decrease,Education or community service,10,4.0,17.0
reputation_decrease,Financial or professional consequences,35,25.0,46.0
reputation_decrease,Forgiveness or restorative justice,4,1.0,8.0
reputation_decrease,Involve other authorities outside legal system,5,1.0,10.0
reputation_decrease,Mediation or arbitration,6,2.0,11.0
reputation_decrease,None of the above,33,22.975,44.0
reputation_decrease,Other social or interpersonal consequences,27,18.0,37.0
reputation_decrease,Public shaming or damage reputation,7,2.0,12.024999999999977
reputation_decrease,Use the legal system or law enforcement,14,7.0,21.0
reputation_improve,"Communicate, confront, or seek apology",78,65.0,92.0
reputation_improve,Education or community service,8,3.0,14.0
reputation_improve,Financial or professional consequences,35,25.0,46.0
reputation_improve,Forgiveness or restorative justice,4,1.0,8.0
reputation_improve,Involve other authorities outside legal system,9,4.0,15.0
reputation_improve,Mediation or arbitration,10,5.0,16.0
reputation_improve,None of the above,27,18.0,37.0
reputation_improve,Other social or interpersonal consequences,32,21.0,42.0
reputation_improve,Public shaming or damage reputation,18,11.0,26.0
reputation_improve,Use the legal system or law enforcement,19,12.0,27.0
reputation_same,"Communicate, confront, or seek apology",75,61.0,91.0
reputation_same,Education or community service,14,8.0,21.0
reputation_same,Financial or professional consequences,39,27.0,50.0
reputation_same,Forgiveness or restorative justice,12,6.0,18.0
reputation_same,Involve other authorities outside legal system,6,2.0,11.0
reputation_same,Mediation or arbitration,4,1.0,8.0
reputation_same,None of the above,23,15.0,32.02499999999998
reputation_same,Other social or interpersonal consequences,36,26.0,47.0
reputation_same,Public shaming or damage reputation,14,7.0,22.0
reputation_same,Use the legal system or law enforcement,18,11.0,26.0
retaliation_expected,"Communicate, confront, or seek apology",29,20.0,39.0
retaliation_expected,Education or community service,7,3.0,12.0
retaliation_expected,Financial or professional consequences,8,3.0,14.0
retaliation_expected,Forgiveness or restorative justice,6,2.0,11.024999999999977
retaliation_expected,Involve other authorities outside legal system,2,0.0,5.0
retaliation_expected,Mediation or arbitration,3,0.0,7.0
retaliation_expected,None of the above,27,19.0,36.02499999999998
retaliation_expected,Other social or interpersonal consequences,13,7.0,20.0
retaliation_expected,Physical violence or revenge,1,0.0,3.0
retaliation_expected,Public shaming or damage reputation,8,3.0,14.0
retaliation_expected,Use the legal system or law enforcement,14,7.0,21.024999999999977
retaliation_not_expected,"Communicate, confront, or seek apology",58,46.0,70.0
retaliation_not_expected,Education or community service,14,8.0,21.0
retaliation_not_expected,Financial or professional consequences,22,14.0,31.0
retaliation_not_expected,Forgiveness or restorative justice,12,5.975000000000001,19.0
retaliation_not_expected,Involve other authorities outside legal system,5,1.0,10.0
retaliation_not_expected,Mediation or arbitration,2,0.0,5.0
retaliation_not_expected,None of the above,27,18.0,36.0
retaliation_not_expected,Other social or interpersonal consequences,22,14.0,31.024999999999977
retaliation_not_expected,Public shaming or damage reputation,6,2.0,11.0
retaliation_not_expected,Use the legal system or law enforcement,11,5.0,17.0
target_has_high_status,"Communicate, confront, or seek apology",49,39.0,60.0
target_has_high_status,Education or community service,6,2.0,11.0
target_has_high_status,Financial or professional consequences,22,14.0,31.0
target_has_high_status,Forgiveness or restorative justice,4,1.0,8.0
target_has_high_status,Involve other authorities outside legal system,2,0.0,5.0
target_has_high_status,Mediation or arbitration,5,1.0,9.024999999999977
target_has_high_status,None of the above,25,16.0,34.0
target_has_high_status,Other social or interpersonal consequences,20,12.0,29.0
target_has_high_status,Public shaming or damage reputation,13,7.0,19.024999999999977
target_has_high_status,Use the legal system or law enforcement,14,8.0,21.0
target_has_low_status,"Communicate, confront, or seek apology",35,25.0,45.0
target_has_low_status,Education or community service,7,2.0,13.0
target_has_low_status,Financial or professional consequences,14,8.0,21.0
target_has_low_status,Forgiveness or restorative justice,3,0.0,7.0
target_has_low_status,Involve other authorities outside legal system,1,0.0,3.0
target_has_low_status,Mediation or arbitration,2,0.0,5.0
target_has_low_status,None of the above,28,19.0,37.0
target_has_low_status,Other social or interpersonal consequences,25,16.0,33.0
target_has_low_status,Public shaming or damage reputation,7,3.0,13.0
target_has_low_status,Use the legal system or law enforcement,12,6.0,19.0
target_has_supporters,"Communicate, confront, or seek apology",57,46.0,70.0
target_has_supporters,Education or community service,16,9.0,23.024999999999977
target_has_supporters,Financial or professional consequences,30,20.0,40.0
target_has_supporters,Forgiveness or restorative justice,5,1.0,9.024999999999977
target_has_supporters,Involve other authorities outside legal system,2,0.0,5.0
target_has_supporters,Mediation or arbitration,3,0.0,6.0
target_has_supporters,None of the above,25,16.0,34.0
target_has_supporters,Other social or interpersonal consequences,21,12.975000000000001,30.024999999999977
target_has_supporters,Public shaming or damage reputation,7,2.0,12.0
target_has_supporters,Use the legal system or law enforcement,14,7.0,21.0
target_no_supporters,"Communicate, confront, or seek apology",59,46.0,71.02499999999998
target_no_supporters,Education or community service,12,6.0,18.0
target_no_supporters,Financial or professional consequences,32,22.0,41.02499999999998
target_no_supporters,Forgiveness or restorative justice,9,4.0,15.0
target_no_supporters,Involve other authorities outside legal system,6,2.0,11.0
target_no_supporters,Mediation or arbitration,3,0.0,7.0
target_no_supporters,None of the above,24,16.0,33.0
target_no_supporters,Other social or interpersonal consequences,25,16.0,34.0
target_no_supporters,Public shaming or damage reputation,12,6.0,19.0
target_no_supporters,Use the legal system or law enforcement,17,10.0,25.0
tit_for_tat,"Communicate, confront, or seek apology",65,52.0,78.0
tit_for_tat,Education or community service,7,2.9750000000000014,13.0
tit_for_tat,Financial or professional consequences,28,19.0,38.0
tit_for_tat,Forgiveness or restorative justice,5,1.0,9.0
tit_for_tat,Involve other authorities outside legal system,6,2.0,11.0
tit_for_tat,Mediation or arbitration,5,1.0,10.0
tit_for_tat,None of the above,30,20.0,40.0
tit_for_tat,Other social or interpersonal consequences,28,19.0,38.02499999999998
tit_for_tat,Public shaming or damage reputation,9,4.0,15.0
tit_for_tat,Use the legal system or law enforcement,13,7.0,20.0
