context_key,labels,count,CI_Lower,CI_Upper
legal_implications,Physical violence or revenge,1,0.0,3.0
legal_implications,Public shaming or damage reputation,6,2.0,11.0
legal_implications,Use the legal system or law enforcement,33,23.0,43.0
legal_implications_none,"Communicate, confront, or seek apology",47,35.0,59.0
legal_implications_none,Education or community service,5,1.0,9.024999999999977
legal_implications_none,Financial or professional consequences,49,37.0,61.0
legal_implications_none,Forgiveness or restorative justice,5,1.0,10.0
legal_implications_none,Involve other authorities outside legal system,12,6.0,19.0
legal_implications_none,Mediation or arbitration,3,0.0,7.0
legal_implications_none,None of the above,24,16.0,33.0
legal_implications_none,Other social or interpersonal consequences,58,45.0,72.0
legal_implications_none,Physical violence or revenge,6,1.0,11.0
legal_implications_none,Public shaming or damage reputation,27,18.0,38.0
legal_implications_none,Use the legal system or law enforcement,16,9.0,24.0
no_context,"Communicate, confront, or seek apology",55,43.0,67.0
no_context,Education or community service,14,8.0,21.0
no_context,Financial or professional consequences,38,27.0,50.02499999999998
no_context,Forgiveness or restorative justice,3,0.0,7.0
no_context,Involve other authorities outside legal system,8,3.0,14.0
no_context,Mediation or arbitration,1,0.0,3.0
no_context,None of the above,19,11.0,28.0
no_context,Other social or interpersonal consequences,63,49.975,77.0
no_context,Physical violence or revenge,2,0.0,5.0
no_context,Public shaming or damage reputation,31,21.0,42.0
no_context,Use the legal system or law enforcement,28,19.0,38.0
offense_will_not_recur,"Communicate, confront, or seek apology",64,50.0,77.0
offense_will_not_recur,Education or community service,8,3.0,13.0
offense_will_not_recur,Financial or professional consequences,39,28.0,50.0
offense_will_not_recur,Forgiveness or restorative justice,7,2.0,12.0
offense_will_not_recur,Involve other authorities outside legal system,9,4.0,14.0
offense_will_not_recur,Mediation or arbitration,2,0.0,5.0
offense_will_not_recur,None of the above,25,16.0,34.0
offense_will_not_recur,Other social or interpersonal consequences,50,40.0,63.0
offense_will_not_recur,Physical violence or revenge,3,0.0,7.0
offense_will_not_recur,Public shaming or damage reputation,26,17.0,36.0
offense_will_not_recur,Use the legal system or law enforcement,18,10.0,27.0
offense_will_recur,"Communicate, confront, or seek apology",56,43.0,69.0
offense_will_recur,Education or community service,8,3.0,14.0
offense_will_recur,Financial or professional consequences,39,28.0,51.0
offense_will_recur,Forgiveness or restorative justice,2,0.0,5.0
offense_will_recur,Involve other authorities outside legal system,12,6.0,19.0
offense_will_recur,Mediation or arbitration,3,0.0,7.0
offense_will_recur,None of the above,31,21.0,42.0
offense_will_recur,Other social or interpersonal consequences,51,39.0,62.0
offense_will_recur,Public shaming or damage reputation,23,14.0,32.0
offense_will_recur,Use the legal system or law enforcement,23,14.0,33.0
offense_will_recur_despite_punishment,"Communicate, confront, or seek apology",54,42.975,68.0
offense_will_recur_despite_punishment,Education or community service,11,5.0,18.0
offense_will_recur_despite_punishment,Financial or professional consequences,40,28.0,51.0
offense_will_recur_despite_punishment,Forgiveness or restorative justice,3,0.0,7.0
offense_will_recur_despite_punishment,Involve other authorities outside legal system,12,6.0,19.0
offense_will_recur_despite_punishment,Mediation or arbitration,5,1.0,10.0
offense_will_recur_despite_punishment,None of the above,33,23.0,43.0
offense_will_recur_despite_punishment,Other social or interpersonal consequences,45,33.0,58.0
offense_will_recur_despite_punishment,Physical violence or revenge,1,0.0,3.0
offense_will_recur_despite_punishment,Public shaming or damage reputation,29,20.0,39.0
offense_will_recur_despite_punishment,Use the legal system or law enforcement,26,17.0,37.0
others_ambivalent,"Communicate, confront, or seek apology",50,38.0,62.0
others_ambivalent,Education or community service,11,5.0,18.0
others_ambivalent,Financial or professional consequences,43,31.0,54.0
others_ambivalent,Forgiveness or restorative justice,4,1.0,8.0
others_ambivalent,Involve other authorities outside legal system,9,4.0,15.0
others_ambivalent,Mediation or arbitration,1,0.0,3.0
others_ambivalent,None of the above,38,26.0,50.0
others_ambivalent,Other social or interpersonal consequences,40,29.0,52.0
others_ambivalent,Physical violence or revenge,2,0.0,5.0
others_ambivalent,Public shaming or damage reputation,19,12.0,27.0
others_ambivalent,Use the legal system or law enforcement,25,16.0,35.0
others_do_not_want_punishment,"Communicate, confront, or seek apology",65,52.0,78.0
others_do_not_want_punishment,Education or community service,8,3.0,14.0
others_do_not_want_punishment,Financial or professional consequences,35,26.0,45.0
others_do_not_want_punishment,Forgiveness or restorative justice,13,7.0,20.0
others_do_not_want_punishment,Involve other authorities outside legal system,10,4.0,16.0
others_do_not_want_punishment,Mediation or arbitration,12,6.0,19.0
others_do_not_want_punishment,None of the above,24,15.0,33.0
others_do_not_want_punishment,Other social or interpersonal consequences,25,17.0,34.0
others_do_not_want_punishment,Public shaming or damage reputation,11,5.0,18.0
others_do_not_want_punishment,Use the legal system or law enforcement,13,7.0,21.0
others_want_punishment,"Communicate, confront, or seek apology",59,47.0,73.0
others_want_punishment,Education or community service,5,1.0,10.0
others_want_punishment,Financial or professional consequences,43,30.975,55.0
others_want_punishment,Forgiveness or restorative justice,8,3.0,14.0
others_want_punishment,Involve other authorities outside legal system,8,3.0,14.0
others_want_punishment,Mediation or arbitration,3,0.0,7.0
others_want_punishment,None of the above,21,12.0,30.0
others_want_punishment,Other social or interpersonal consequences,41,31.0,53.0
others_want_punishment,Physical violence or revenge,5,1.0,10.0
others_want_punishment,Public shaming or damage reputation,32,22.0,43.0
others_want_punishment,Use the legal system or law enforcement,20,12.0,29.0
others_will_not_punish,"Communicate, confront, or seek apology",59,46.0,72.02499999999998
others_will_not_punish,Education or community service,5,1.0,10.0
others_will_not_punish,Financial or professional consequences,36,26.0,47.0
others_will_not_punish,Forgiveness or restorative justice,2,0.0,5.0
others_will_not_punish,Involve other authorities outside legal system,11,5.0,18.0
others_will_not_punish,None of the above,37,26.0,48.0
others_will_not_punish,Other social or interpersonal consequences,43,32.0,54.0
others_will_not_punish,Physical violence or revenge,3,0.0,7.0
others_will_not_punish,Public shaming or damage reputation,26,17.0,35.0
others_will_not_punish,Use the legal system or law enforcement,20,12.0,29.0
others_will_punish,"Communicate, confront, or seek apology",58,45.0,71.0
others_will_punish,Education or community service,4,1.0,8.0
others_will_punish,Financial or professional consequences,49,37.0,61.0
others_will_punish,Forgiveness or restorative justice,6,2.0,11.0
others_will_punish,Involve other authorities outside legal system,11,5.0,17.0
others_will_punish,Mediation or arbitration,3,0.0,6.0
others_will_punish,None of the above,25,16.0,35.0
others_will_punish,Other social or interpersonal consequences,45,34.0,57.0
others_will_punish,Physical violence or revenge,1,0.0,3.0
others_will_punish,Public shaming or damage reputation,28,19.0,38.0
others_will_punish,Use the legal system or law enforcement,16,9.0,24.0
reputation_decrease,"Communicate, confront, or seek apology",73,60.0,86.0
reputation_decrease,Education or community service,8,3.0,13.0
reputation_decrease,Financial or professional consequences,26,18.0,36.0
reputation_decrease,Forgiveness or restorative justice,13,7.0,20.0
reputation_decrease,Involve other authorities outside legal system,5,1.0,10.0
reputation_decrease,Mediation or arbitration,12,6.0,18.024999999999977
reputation_decrease,None of the above,22,14.0,30.0
reputation_decrease,Other social or interpersonal consequences,25,16.0,34.02499999999998
reputation_decrease,Public shaming or damage reputation,12,6.0,19.0
reputation_decrease,Use the legal system or law enforcement,7,2.9750000000000014,12.0
reputation_improve,"Communicate, confront, or seek apology",51,39.0,64.0
reputation_improve,Education or community service,6,2.0,11.0
reputation_improve,Financial or professional consequences,28,19.0,39.0
reputation_improve,Forgiveness or restorative justice,5,1.0,10.0
reputation_improve,Involve other authorities outside legal system,7,2.0,13.0
reputation_improve,Mediation or arbitration,2,0.0,6.0
reputation_improve,None of the above,9,4.0,15.0
reputation_improve,Other social or interpersonal consequences,41,30.0,52.0
reputation_improve,Physical violence or revenge,1,0.0,4.0
reputation_improve,Public shaming or damage reputation,52,40.0,64.0
reputation_improve,Use the legal system or law enforcement,22,13.0,32.0
reputation_same,"Communicate, confront, or seek apology",56,43.0,68.0
reputation_same,Education or community service,6,2.0,11.0
reputation_same,Financial or professional consequences,36,25.0,47.0
reputation_same,Forgiveness or restorative justice,6,2.0,12.0
reputation_same,Involve other authorities outside legal system,8,3.0,14.0
reputation_same,None of the above,26,17.0,35.02499999999998
reputation_same,Other social or interpersonal consequences,45,34.0,58.0
reputation_same,Physical violence or revenge,3,0.0,6.0
reputation_same,Public shaming or damage reputation,30,21.0,40.0
reputation_same,Use the legal system or law enforcement,19,11.0,28.0
retaliation_expected,"Communicate, confront, or seek apology",63,49.0,76.0
retaliation_expected,Education or community service,6,2.0,11.0
retaliation_expected,Financial or professional consequences,25,16.975,35.0
retaliation_expected,Forgiveness or restorative justice,9,4.0,15.0
retaliation_expected,Involve other authorities outside legal system,9,4.0,15.0
retaliation_expected,Mediation or arbitration,13,7.0,20.0
retaliation_expected,None of the above,28,18.0,39.0
retaliation_expected,Other social or interpersonal consequences,41,30.0,52.0
retaliation_expected,Physical violence or revenge,1,0.0,4.0
retaliation_expected,Public shaming or damage reputation,19,11.0,28.0
retaliation_expected,Use the legal system or law enforcement,23,15.0,32.0
retaliation_not_expected,"Communicate, confront, or seek apology",58,45.0,71.0
retaliation_not_expected,Education or community service,12,6.0,19.0
retaliation_not_expected,Financial or professional consequences,46,35.0,57.0
retaliation_not_expected,Forgiveness or restorative justice,8,3.0,14.0
retaliation_not_expected,Involve other authorities outside legal system,10,4.975000000000001,17.0
retaliation_not_expected,Mediation or arbitration,3,0.0,7.0
retaliation_not_expected,None of the above,41,30.0,53.0
retaliation_not_expected,Other social or interpersonal consequences,45,33.975,57.0
retaliation_not_expected,Public shaming or damage reputation,21,13.0,31.0
retaliation_not_expected,Use the legal system or law enforcement,13,7.0,20.0
target_has_high_status,"Communicate, confront, or seek apology",40,29.0,52.0
target_has_high_status,Education or community service,1,0.0,3.0
target_has_high_status,Financial or professional consequences,38,27.0,49.0
target_has_high_status,Forgiveness or restorative justice,6,2.0,11.0
target_has_high_status,Involve other authorities outside legal system,6,2.0,11.0
target_has_high_status,Mediation or arbitration,1,0.0,3.0
target_has_high_status,None of the above,11,5.0,17.024999999999977
target_has_high_status,Other social or interpersonal consequences,52,40.0,67.0
target_has_high_status,Physical violence or revenge,3,0.0,7.0
target_has_high_status,Public shaming or damage reputation,57,44.0,71.0
target_has_high_status,Use the legal system or law enforcement,31,21.0,41.0
target_has_low_status,"Communicate, confront, or seek apology",44,33.0,56.02499999999998
target_has_low_status,Education or community service,4,1.0,8.0
target_has_low_status,Financial or professional consequences,38,28.0,49.0
target_has_low_status,Forgiveness or restorative justice,2,0.0,5.0
target_has_low_status,Involve other authorities outside legal system,8,3.0,14.0
target_has_low_status,Mediation or arbitration,1,0.0,3.0
target_has_low_status,None of the above,25,16.0,35.0
target_has_low_status,Other social or interpersonal consequences,63,50.0,78.0
target_has_low_status,Physical violence or revenge,3,0.0,7.0
target_has_low_status,Public shaming or damage reputation,40,29.0,52.0
target_has_low_status,Use the legal system or law enforcement,22,14.0,31.0
target_has_supporters,"Communicate, confront, or seek apology",51,37.0,65.0
target_has_supporters,Education or community service,11,5.0,18.0
target_has_supporters,Financial or professional consequences,44,32.0,56.0
target_has_supporters,Forgiveness or restorative justice,7,2.9750000000000014,12.0
target_has_supporters,Involve other authorities outside legal system,9,4.0,16.0
target_has_supporters,Mediation or arbitration,4,1.0,8.0
target_has_supporters,None of the above,23,15.0,32.0
target_has_supporters,Other social or interpersonal consequences,44,32.0,56.0
target_has_supporters,Physical violence or revenge,5,1.0,10.0
target_has_supporters,Public shaming or damage reputation,30,21.0,40.02499999999998
target_has_supporters,Use the legal system or law enforcement,30,20.0,40.0
target_no_supporters,"Communicate, confront, or seek apology",49,37.0,61.0
target_no_supporters,Education or community service,8,3.0,14.0
target_no_supporters,Financial or professional consequences,45,33.0,58.0
target_no_supporters,Forgiveness or restorative justice,7,3.0,12.0
target_no_supporters,Involve other authorities outside legal system,7,2.0,12.0
target_no_supporters,None of the above,27,18.0,36.02499999999998
target_no_supporters,Other social or interpersonal consequences,53,41.0,66.0
target_no_supporters,Physical violence or revenge,5,1.0,10.0
target_no_supporters,Public shaming or damage reputation,30,21.0,40.0
target_no_supporters,Use the legal system or law enforcement,28,18.0,38.0
tit_for_tat,"Communicate, confront, or seek apology",62,50.0,75.02499999999998
tit_for_tat,Education or community service,5,1.0,10.0
tit_for_tat,Financial or professional consequences,23,15.0,32.0
tit_for_tat,Forgiveness or restorative justice,3,0.0,7.0
tit_for_tat,Involve other authorities outside legal system,6,2.0,11.024999999999977
tit_for_tat,Mediation or arbitration,6,2.0,11.0
tit_for_tat,None of the above,32,22.0,43.0
tit_for_tat,Other social or interpersonal consequences,44,32.0,55.0
tit_for_tat,Public shaming or damage reputation,15,8.0,23.0
tit_for_tat,Use the legal system or law enforcement,12,6.0,19.0
